activity_identifier,title,description,activity_status,activity_scope,default_currency,humanitarian,hierarchy,last_updated_datetime,xml_lang,reporting_org_ref,reporting_org_name,reporting_org_type,planned_start_date,actual_start_date,planned_end_date,actual_end_date,recipient_country_code,recipient_country_name,recipient_country_lang,recipient_region_code,recipient_region_name,recipient_region_lang,collaboration_type,default_flow_type,default_finance_type,default_aid_type,default_tied_status
XM-DAC-46007-500437,Programa de Obras Estratégicas de Infraestructura Vial (Programa de Obras),"La operación consiste en la ampliación del monto y alcance del préstamo 2080 del CONAVI, mediante el cual se financia el Programa de Obras Estratégicas de Infraestructura Vial. El Programa de Obras consiste en un conjunto de obras de construcción, reconstrucción y rehabilitación de carreteras y puentes de la Red Vial Nacional que en resumen incluye: nuevas carreteras en zonas urbanas de San José, la conclusión del tramo norte del anillo periférico o Carretera de Circunvalación, además del acceso a obras portuarias, la ampliación y rehabilitación de tres puentes nacionales y cuatro pasos a desnivel nuevos.",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2025-01-27,,,,CR,Costa Rica,es,,,,,,,,
XM-DAC-46007-500834,Ampliación y Rehabilitación de la Autopista Philip Goldson,"Financiar parcialmente la ampliación y rehabilitación, de una sección con una longitud de 25.75 kilómetros (16.0 millas), de la Autopista Philip Goldson la cual conecta la Ciudad de Belice con la frontera Sur de México, beneficiando el traslado de las exportaciones e importaciones, el empleo temporal durante la ejecución del proyecto y los ahorros de mantenimiento durante la operación del mismo.",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,BZ,Belice,es,,,,,,,,
XM-DAC-46007-500218,Programa de Sostenibilidad del Sector Eléctrico de Nicaragua,"El programa consiste en el desarrollo de una serie de proyectos que permitirán, por una parte, la reducción de pérdidas de energía y, por otra parte, el mejoramiento de la infraestructura de la red de distribución de energía eléctrica lo que redundará en una mejora en la sostenibilidad del sector eléctrico de Nicaragua.",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,NI,Nicaragua,es,,,,,,,,
XM-DAC-46007-501079,Programa de Crédito para la Agroindustria y Cajas Rurales,"El Programa de Crédito para la Agroindustria y Cajas Rurales, consiste en el financiamiento a la República de Honduras destinados a financiar el fortalecimiento operativo, administrativo y financiero de cajas rurales , brindando asistencia técnica, capital productivo  y crédito, en apoyo a micro, pequeño y medianos  agricultores organizados (asociaciones, cooperativas, cajas rurales), y no organizados (productores independientes), con la finalidad de incrementar y mejorar la productividad del sector agropecuario y agroindustrial del país, y así contribuir a la seguridad alimentaria de familias pobres con producción de autoconsumo e incremento de los ingresos por medio de comercialización de productos agroalimentarios. ",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,HN,Honduras,es,,,,,,,,
XM-DAC-46007-501078,Programa de Carreteras Resilientes de Honduras (PCR),"El Programa de Carreteras Resilientes de Honduras, contempla la intervención en la zona oriente, occidente y norte del país con 351.1 km conformados por siete tramos carreteros que forman parte de la red vial primaria y secundaria del país, divididos así: i) la rehabilitación y mejoramiento de 335.1 km y; ii) la construcción de una carretera nueva con longitud de 16.0 km.",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,HN,Honduras,es,,,,,,,,
XM-DAC-46007-500267,Programa de Alcantarillado y Control de Inundaciones para Limón,"El Programa de Alcantarillado y Control de Inundaciones para Limón, está compuesto por dos proyectos, cuyo objetivo conjunto es proveer a esa región del país con las condiciones de saneamiento básico necesarias que mejoren la calidad de vida de la población, estos son: a) Proyecto de Alcantarillado Sanitario para Limón y b) Proyecto del Sistema de Control de Inundaciones en el Área de Limoncito.",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,CR,Costa Rica,es,,,,,,,,
XM-DAC-46007-501148,Programa de Apoyo a la Seguridad Alimentaria en Argentina. Fase III,El Programa se encuentra dirigido a apoyar parcialmente las transferencias monetarias que realiza el Gobierno de Argentina con el objetivo de complementar los ingresos de las familias en situación de vulnerabilidad social del país y apoyar la seguridad alimentaria.,1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,AR,Argentina,es,,,,,,,,
XM-DAC-46007-501128,Programa de Recuperación Sostenible del Lago de Yojoa,"El programa consiste en la implementación de una serie de acciones dirigidas al rescate sostenible y la recuperación de la Cuenca del Lago de Yojoa, mediante la reducción de las presiones contaminantes, el mejoramiento de la calidad del agua y la promoción de una gestión integral y sostenible de la misma; todas ellas enfocadas en recuperar las condiciones del sitio, en beneficio de las comunidades y ecosistemas.",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,HN,Honduras,es,,,,,,,,
XM-DAC-46007-302411,Programa de Sostenibilidad del Sector Agua y Saneamiento Rural,"Ampliación del acceso a los servicios de Agua y Saneamiento en las zonas rurales del país, invirtiendo al mismo tiempo en el fortalecimiento de las capacidades tanto a nivel municipal como comunitario, lo que contribuye a garantizar la sostenibilidad de dichas inversiones.",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,NI,Nicaragua,es,,,,,,,,
XM-DAC-46007-500192,Proyecto de Gestión por Resultados en Salud para la Atención de Población Adulta Mayor en la Argentina (PROGERSA),"Con este Proyecto el gobierno argentino buscar el mejoramiento y fortalecimiento de las capacidades de gestión del INSSJP, en beneficio de más de 4.8 millones de personas, en su mayoría adultos mayores, que atiende a través de la implementación de un modelo de gestión por resultados en salud, así como el mejoramiento en los sistemas de información sobre el historial clínico de las personas y con el desarrollo de estudios para tener un mejor conocimiento de la situación de salud y las características sociales de grupos poblaciones de mayor vulnerabilidad, tales como la población centenaria y los veteranos de la guerra de Malvinas.",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,AR,Argentina,es,,,,,,,,
XM-DAC-46007-500276,Proyecto de Saneamiento de Bluefield,"El proyecto consiste en la construcción del sistema de alcantarillado sanitario y planta de tratamiento de la ciudad de Bluefields, que permitirá la recolección, conducción y tratamiento de las aguas residuales generadas en la ciudad y de la bahía de Bluefields; se cumplirá con la normativa nacional en material ambiental y sanitaria; y se mejorará la salud y calidad de vida de la población.",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,NI,Nicaragua,es,,,,,,,,
XM-DAC-46007-500429,Proyecto de Mejoramiento y Ampliación de los Sistemas de Agua Potable y Saneamiento en 7 Ciudades,"El proyecto comprende el mejoramiento y ampliación de los sistemas de alcantarillado sanitario de las ciudades de Chichigalpa, Chinandega, El Viejo, León, Jinotepe y Ciudad Darío (incluyendo la comunidad adyacente de Las Calabazas); la construcción del sistema de alcantarillado sanitario de la ciudad de Telica; y el mejoramiento y ampliación de los sistemas de agua potable de las ciudades de León y Jinotepe. El proyecto contempla en el rubro de saneamiento 51,788 conexiones intradomiciliaries, 496.02 km en red de colectores, 8 plantas de tratamiento etc. En la parte de Agua potable 214.86 km de red de distribución, 11,968 conexiones nuevas, 13 tanques, 19 pozos nuevos etc.",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,NI,Nicaragua,es,,,,,,,,
XM-DAC-46007-500901,Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura - PROERI,"El Programa busca apoyar a la República de Costa Rica en la construcción y/o rehabilitación de más de 80 puentes, 150 tramos de carreteras vulnerables, reparación de 40 puentes ferroviarios en el Atlántico y 32 puentes, túneles y tramos ferroviarios en la Gran Área Metropolitana (GAM), construcción o reparación de 36 centros educativos, 1,736 viviendas, así como protección a ríos y quebradas que han sido afectadas por fenómenos meteorológicos recientes o priorizadas para su atención inmediata por las respectivas autoridades del país. ",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,CR,Costa Rica,es,,,,,,,,
XM-DAC-46007-500930,Construcción de las Obras Complementarias de Riego y Suministro de Agua de la Presa Montegrande,"El proyecto consiste en construir y desarrollar las obras complementarias de la Presa Montegrande, las cuales incluyen: estudios de preinversión para desarrollar los estudios de factibilidad y diseño final de las obras complementarias de la Presa Montegrande, la construcción de una línea mixta para riego y agua potable, obras de rehabilitación y modernización del Dique Santana, construcción de tubería para suministro de agua potable, así como también la construcción y puesta en operación de una central hidroeléctrica",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,DO,República Dominicana,es,,,,,,,,
XM-DAC-46007-302457,Programa Integral de Seguridad de Belice (Fase I),"El Programa consiste en el desarrollo de acciones encaminadas a la rehabilitación de obras civiles existentes, construcción de nuevas obras y dotación de equipamiento de las instituciones responsables de la seguridad nacional de Belice.",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,BZ,Belice,es,,,,,,,,
XM-DAC-46007-500940,Programa de Apoyo al Plan Nacional Argentina contra el Hambre II - Alimentar,"El Programa está dirigido a apoyar parcialmente las transferencias monetarias del Plan Nacional Argentina contra el Hambre, el cual prevé complementar los ingresos de las familias en situación de vulnerabilidad social del país con el fin de apoyar la seguridad alimentaria.",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,AR,Argentina,es,,,,,,,,
XM-DAC-46007-500451,Programa de Desarrollo Social,"Con este Programa se estaría financiando la construcción de infraestructura social que proporcione oportunidades de mejora de calidad de vida para la población de El Salvador, y que a la vez cuente con espacios y ambientes que propicien la convivencia pacífica ciudadana y prevengan la violencia social.",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,SV,El Salvador,es,,,,,,,,
XM-DAC-46007-500701,Proyecto Apoyo para la Implementación del Plan de Despliegue de Vacunación y Atención de la COVID-19,"El Proyecto ""Apoyo para la Implementación del Plan de Despliegue de Vacunación y Atención de la COVID-19 en la República de Nicaragua"" está dirigido al financiamiento de la compra de vacunas y de los insumos necesarios para su aplicación a la población meta definida por el Ministerio de Salud (MINSA), en apoyo al Plan de Despliegue de Vacunación contra la COVID-19 de la República de Nicaragua, con el objeto de evitar la expansión del virus y reducir los niveles de infección y mortalidad asociados, lo cual contribuirá a mitigar los efectos negativos en la salud de la población y la economía del país.",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,NI,Nicaragua,es,,,,,,,,
XM-DAC-46007-500316,VII Programa de Mejoramiento y Rehabilitación de Carreteras,"El programa contempla la pavimentación de 194.39 kilómetros, divididos en seis tramos carreteros, el primero de los cuales incluye dos ramales; con diferentes estructuras de pavimento de asfalto, concreto hidráulico del tipo de losas cortas y pavimento de adoquín de concreto. Cinco de los tramos principales cuentan con estudios y diseños finales para una vida útil de 20 años y un tramo principal, así como los dos ramales, cuentan con diseños conceptuales preparados por el MTI, también para una vida útil de 20 años.",3,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,NI,Nicaragua,es,,,,,,,,
XM-DAC-46007-500248,Incremento Programa Nacional de Electrificación Sostenible y Energía Renovable para Nicaragua (PNESER) - Componente B,"Electrificación de 635 comunidades rurales que incluyen 20,193 viviendas a ser beneficiadas; y la normalización del servicio en 109 asentamientos con un estimado de 16,350 viviendas a ser beneficiadas.",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,NI,Nicaragua,es,,,,,,,,
XM-DAC-46007-501218,Programa de Infraestructura Vial y Movilidad Urbana - Fase I (PIVMU),"El Programa de Infraestructura Vial y Movilidad Urbana - Fase I (PIVMU) consiste en el cofinanciamiento de USD165,000.0 miles, de los cuales, el BCIE financiaría USD135,000.0 miles, para la ejecución de proyectos orientados a agilizar la movilidad vehicular en las vías de mayor tráfico y sus principales interconexiones con la capital, San Salvador, con lo cual se prevé dinamizar la economía local y aumentar la productividad del área de influencia debido a los beneficios que generarían los proyectos al favorecer la reducción en los costos de operación y/o mantenimiento de los diferentes medios de transporte y optimización de los tiempos de traslado de la población beneficiaria.",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,SV,El Salvador,es,,,,,,,,
XM-DAC-46007-500346,Proyecto de Mejoramiento en los Aeropuertos de la Costa Caribe Sur,"El proyecto consiste en la rehabilitación y construcción de una serie de infraestructuras en los aeropuertos de Bluefields y Corn Island que permitirá mejorar los niveles de seguridad y de comodidad de los mismos. Estas infraestructuras incluyen en el caso de Bluefields la pavimentación de los caminos de acceso a la pista y a la torre de control; la sustitución de una alcantarilla que atraviesa la pista; la rehabilitación de la plataforma de estacionamiento de aeronaves; la construcción de márgenes de seguridad en los bordes de pista y plataforma; la construcción de un cerco de seguridad en todo el perímetro del aeropuerto; y la rehabilitación y ampliación de la terminal. En el caso de Corn Island, las infraestructuras incluyen la rehabilitación de la pista, calle de rodaje y plataforma de estacionamiento, mediante el reemplazo total de su pavimento, así como la construcción de márgenes de seguridad en sus bordes; la construcción de una nueva torre de control; y la remodelación y ampliación de la terminal.",5,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,NI,Nicaragua,es,,,,,,,,
XM-DAC-46007-500860,Proyecto Construcción de Viaducto y Ampliación de Carretera CA01W (Tramo Los Chorros),"El proyecto consiste en el mejoramiento y ampliación de un tramo de la carretera CA01W entre Autopista Monseñor Romero y CA01W; municipios de Santa Tecla, Colón y San Juan Opico, departamento de La Libertad; de los cuales 8.48 km se ampliarían a ocho carriles - segmento que incluye la construcción de un viaducto de dichos carriles con una longitud de 0.90 kilómetros - más la ampliación a seis carriles de 6.16 km para un total de 14.64 km.  Asimismo, el proyecto propiciará la reducción del costo de operación de los vehículos que utilizan la vía, los tiempos de viaje y la movilidad de los bienes transables. Además, de contribuir al desarrollo de la población de la región a través de la implementación de un proyecto inclusivo que cuente con los componentes de accesibilidad universal, movilidad no motorizada y espacio público.",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,SV,El Salvador,es,,,,,,,,
XM-DAC-46007-500022,"Programa de Abastecimiento del Área Metropolitana de San José, Acueductos Urbanos II y Alcantarillado Sanitario Juanito Mora de Puntarenas","El Programa de Abastecimiento del Área Metropolitana de San José, Acueductos Urbanos II y Alcantarillado Sanitario Juanito Mora de Puntarenas, es una intervención para el desarrollo que pretende realizar mejoras y ampliaciones en los sistemas de recolección, potabilización y distribución de agua potable en 133 sistemas, ubicados en las provincias de San José, Alajuela, Puntarenas y Cartago. Además de la construcción y ampliación de un sistema de alcantarillado y tratamiento de aguas en la provincia de Guanacaste.",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,CR,Costa Rica,es,,,,,,,,
XM-DAC-46007-501151,"Proyecto de Construcción de la Presa Multipropósito El Tablón, Etapa I","Consiste en el desarrollo del diseño final y construcción de una presa de usos múltiples con un volumen estimado de 255 millones de metros cúbicos de agua. El propósito y objetivo principal del Proyecto es la mitigación de inundaciones ocasionadas periódicamente por la cuenca del Río Chamelecón, específicamente sobre el Valle de Sula; ocasionando daños en infraestructura, producción agrícola, centros poblados, seguridad alimentaria y por ende afectando el desarrollo del país.",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,HN,Honduras,es,,,,,,,,
XM-DAC-46007-302349,Proyectos Ampliación de la Carretera al Puerto de La Libertad Tramos II y III y Construcción de los Puentes sobre los Ríos Anguiatú y Paz,"La operación consiste en el financiamiento al Programa de Puentes Fronterizos y Ampliación Carretera al Puerto La Libertad Tramos II y III, incluye el financiamiento a los puentes Arce y Anguiatú, ambos fronterizos con Guatemala, además de la ampliación de la Carretera al Puerto La Libertad en sus Tramos II y III (BCIE financió Tramo I con FOVIAL dentro del préstamo No. 1886). Se pretende que el programa sea financiado mediante los fondos de infraestructura para países de mesoamérica y el caribe (FIMC) también conocidos por Fondos Yucatán.",3,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,SV,El Salvador,es,,,,,,,,
XM-DAC-46007-501217,Programa Surf City - Fase II,"Mejorar las condiciones de movilidad urbana, turística y logística y la gestión de los recursos naturales a través de la ampliación del corredor Surf City Tramo III, la construcción del puente sobre el Rio Huiza y el saneamiento básico de aguas residuales, estimulando los esfuerzos de desarrollo humano, productivo y turístico para contribuir a la mejora de la calidad de vida de las personas.",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,SV,El Salvador,es,,,,,,,,
XM-DAC-46007-302253,Programa de Fortalecimiento del Sistema Penitenciario en El Salvador,"El propósito de la operación es apoyar al Gobierno de la República de El Salvador en aumentar la capacidad instalada del sistema penitenciario del país, con instalaciones modernas, seguras y rehabilitantes, reduciendo así el hacinamiento en todo el sistema.",3,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,SV,El Salvador,es,,,,,,,,
XM-DAC-46007-301839,Proyecto vial Franja Transversal del Norte,"Proyecto vial Franja Transversal del Norte -FTN- consiste en el diseño, construcción y mantenimiento de una carretera asfaltada que recorre el país de este a oeste con una longitud de  329.5 Km.  Iniciando en el Municipio de Livingston, Depto. de Izabal y finaliza en el municipio de Nentón, Depto. de Huehuetenango.  El proyecto, ahora formulado con garantiá soberana de la República de Guatemala, contempla mantener la estructura licitada así como el adjudicatario, tomando en consideración que esta licitación se enmarcó dentro de las condiciones que demanda la Ley y Reglamento del mismo.  Así tambien contempla reformas al Decreto 88-2005 ""Ley para la Ejecucuón del Proyecto Vial Denominado Franja Transversal del Norte"", a bien de modificar el componente de financiamiento.",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,GT,Guatemala,es,,,,,,,,
XM-DAC-46007-500537,Programa para la Reactivación Económica a través de la MIPYME en la Crisis y Post Crisis COVID-19 en Honduras,"El programa consiste en la colocación de recursos de crédito a la MIPYME para sostenimiento de empleos y reactivación económica, así como la creación de un fondo de garantía para complementar dichos créditos. ",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,HN,Honduras,es,,,,,,,,
XM-DAC-46007-302270,Programa de Desarrollo Agrícola Bajo Riego (PDABR),Financiamiento parcial del Programa de Desarrollo Agrícola Bajo Riego (PDABR).,1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,HN,Honduras,es,,,,,,,,
XM-DAC-46007-500995,Programa de Apoyo a la Red Hospitalaria (PARH),"El Programa de Apoyo a la Red Hospitalaria (PARH) prevé financiar el diseño, construcción, equipamiento y puesta en marcha de dos hospitales generales localizados en los municipios de Tocoa y Choluteca, departamentos de Colón y Choluteca, respectivamente. ",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,HN,Honduras,es,,,,,,,,
XM-DAC-46007-500213,"Programa de Agua Potable y Saneamiento de Zonas Costeras, Gestión de la Calidad y Eficiencia del Servicio","El Programa de Agua Potable y Saneamiento de Zonas Costeras, Gestión de la Calidad y Eficiencia del Servicio BCIE II, Etapa Segunda pretende asegurar la sostenibilidad en el sector de agua, mediante la realización de ampliaciones y mejoras en los sistemas de recolección, potabilización y distribución de agua potable en ocho sistemas, principalmente en zonas costeras, ubicadas en las provincias de Guanacaste, Puntarenas y Limón. En esta última se contempla una intervención en saneamiento. También, se contempla la construcción de al menos 17 edificios administrativos, planteles o centros de control, principalmente en provincias costeras, el desarrollo de un sistema de planificación y la construcción y equipamiento del Laboratorio Nacional de Aguas.",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,CR,Costa Rica,es,,,,,,,,
XM-DAC-46007-501247,"Línea de Crédito - Corporación Interamericana para el Financiamiento de Infraestructura, S.A. (CIFI)","La operación propuesta consiste en un préstamo directo a Corporación Interamericana para el Financiamiento de Infraestructura, S.A. (CIFI) por un monto de hasta USD13,200.0 miles, mediante el cual el BCIE canalizaría recursos a proyectos de infraestructura en países miembros del BCIE. Esta operación representa el primer préstamo directo del BCIE para CIFI destinado a intermediar recursos a proyectos de desarrollo.",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,PA,Panamá,es,,,,,,,,
XM-DAC-46007-500705,Programa de Fortalecimiento de las Acciones de Protección contra las Violencias por Motivos de Género,"El financiamiento solicitado tiene por finalidad apoyar parcialmente al gobierno argentino por medio de la implementación del Programa de Fortalecimiento de las Acciones de Protección contra las Violencias por Motivos de Género, el cual a su vez forma parte de las medidas que conforman el Plan Nacional de Acción  contra las violencias por motivo de género 2020-2022.",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,AR,Argentina,es,,,,,,,,
XM-DAC-46007-501220,OPD para conservación y restauración de la cobertura boscosa,"Esta operación de tipo Operación de Políticas de Desarrollo (OPD), tiene el propósito de contribuir a la conservación y restauración de la cobertura boscosa de la República de Panamá, promoviendo normas y regulaciones en la ejecución de actividades de planificación, aprovechamiento, transporte y manejo del recurso forestal; acorde con las exigencias ambientales actuales y futuras.",3,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,PA,Panamá,es,,,,,,,,
XM-DAC-46007-302302,Préstamo - Instituto Costarricense de Acueductos y Alcantarillados (AyA),Programa para la implementación de medidas de efciencia institucional para mejorar el cobro y la reducción del agua no contabilizada del AyA,1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,CR,Costa Rica,es,,,,,,,,
XM-DAC-46007-501243,XI Programa de Ampliación y Mejoramiento de Carreteras,"El objetivo del programa es contribuir al desarrollo socioeconómico del país y de sus zonas de influencia, mejorar la accesibilidad del transporte comercial y de personas dentro del país, así como fortalecer la integración y el intercambio comercial centroamericano",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,NI,Nicaragua,es,,,,,,,,
XM-DAC-46007-500646,Programa de Saneamiento del Lago de Managua en la Ribera Sur,El programa tiene como finalidad lograr una prestación de servicios de abastecimiento de agua potable y de saneamiento económicamente eficiente y compatible con el medioambiente para la protección del lago de Managua.,1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,NI,Nicaragua,es,,,,,,,,
XM-DAC-46007-500864,Programa de Fortalecimiento Tecnológico del Registro Nacional de las Personas y de la Dirección Nacional de Migraciones,"El Programa busca contribuir a la modernización y fortalecimiento de la seguridad y capacidad de respuesta de los servicios de identidad y de migraciones que realizan el Registro Nacional de las Personas (RENAPER) y la Dirección Nacional de Migraciones (DNM) respectivamente, en el marco del crecimiento de la economía digital. ",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,AR,Argentina,es,,,,,,,,
XM-DAC-46007-500436,"Proyecto Construcción, Equipamiento y Puesta en Operación de un Sistema de Tren Rápido de Pasajeros (TRP) en la Gran Área Metropolitana (GAM)","La operación consiste en el financiamiento del aporte que hará la República de Costa Rica al Concesionario encargado de desarrollar el proyecto de construcción, equipamiento y puesta en operación de un Sistema de TRP en la GAM que permita brindarle a los usuarios de transporte público un tren eléctrico que conecte un eje principal de este a oeste, en el derecho de vía existente de la Red Ferroviaria Nacional (84.9 km aproximadamente) entre las ciudades de Cartago, San José, Heredia y Alajuela; que permita la movilidad, entre los distintos puntos, de una forma segura, limpia, rápida y eficiente.",1,,USD,0,1,2025-11-27T11:23:57.523Z,es,XM-DAC-46007,Banco Centroamericano de Integración Económica,40,2026-01-01,,,,CR,Costa Rica,es,,,,,,,,
