activity_identifier,transaction_ref,transaction_type,transaction_date,value,currency,value_date,description,description_lang,provider_org_ref,provider_org_name,provider_org_lang,provider_org_type,receiver_org_ref,receiver_org_name,receiver_org_lang,receiver_org_type,receiver_org_activity_id,disbursement_channel,flow_type,finance_type,aid_type,tied_status,humanitarian,recipient_region
XM-DAC-46007-501239,,3,2025-10-02,99900000,USD,2025-10-02,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501220,,3,2025-09-12,75000000,USD,2025-09-12,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501149,,3,2025-07-18,1136999.7,USD,2025-07-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501149,,3,2025-08-22,1440215.69,USD,2025-08-22,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501148,,3,2024-12-23,143677731,USD,2024-12-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501148,,3,2025-06-27,86097269,USD,2025-06-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501138,,3,2025-10-30,21000000,USD,2025-10-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501079,,3,2025-09-04,2157700,USD,2025-09-04,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501078,,3,2024-10-31,75917659.21,USD,2024-10-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500995,,3,2025-01-31,2289302.47,USD,2025-01-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500995,,3,2024-07-31,13742059.7,USD,2024-07-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500995,,3,2025-07-31,10068019.24,USD,2025-07-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500995,,3,2025-04-30,6603101.57,USD,2025-04-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500995,,3,2025-04-30,6665703.17,USD,2025-04-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500995,,3,2024-07-31,7174785.61,USD,2024-07-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500995,,3,2025-07-31,8207977.47,USD,2025-07-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500940,,3,2023-03-20,396000000,USD,2023-03-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500940,,3,2025-11-18,13000,USD,2025-11-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500940,,3,2024-12-23,36000,USD,2024-12-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500930,,3,2025-09-30,27000000,USD,2025-09-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500930,,3,2023-12-29,10000000,USD,2023-12-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500901,,3,2024-06-17,74689275.58,USD,2024-06-17,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500901,,3,2025-08-22,6309169.89,USD,2025-08-22,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500901,,3,2025-08-22,94263216.4,USD,2025-08-22,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500901,,3,2025-08-29,32302449.01,USD,2025-08-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500864,,3,2024-10-29,1599999,USD,2024-10-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500864,,3,2023-08-29,5000000,USD,2023-08-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500864,,3,2024-10-29,2921478.49,USD,2024-10-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500864,,3,2025-03-26,2860206.79,USD,2025-03-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500834,,3,2025-02-28,1663520,USD,2025-02-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500832,,3,2023-12-29,42000000,USD,2023-12-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500832,,3,2025-02-14,27000000,USD,2025-02-14,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500832,,3,2025-09-30,1700000,USD,2025-09-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500832,,3,2025-10-30,41938050.8,USD,2025-10-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500832,,3,2025-07-16,26000000,USD,2025-07-16,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500832,,3,2023-12-29,38000000,USD,2023-12-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500832,,3,2025-04-03,18300000,USD,2025-04-03,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500832,,3,2024-08-15,15000000,USD,2024-08-15,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500791,,3,2023-07-27,1600000,USD,2023-07-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500791,,3,2025-10-06,1000000,USD,2025-10-06,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500791,,3,2024-04-26,40000000,USD,2024-04-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500791,,3,2023-10-27,8400000,USD,2023-10-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2025-08-06,8200008.77,USD,2025-08-06,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2025-02-14,2498257.29,USD,2025-02-14,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2023-07-26,12313557.26,USD,2023-07-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2024-02-26,1900000,USD,2024-02-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2025-06-04,11735641.82,USD,2025-06-04,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2024-05-28,977623.78,USD,2024-05-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2024-01-19,12885686.85,USD,2024-01-19,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2023-08-21,40158796.34,USD,2023-08-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2023-09-21,24246287.6,USD,2023-09-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2024-04-26,1729608.99,USD,2024-04-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2025-07-03,11818958.39,USD,2025-07-03,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2025-09-29,13025515.27,USD,2025-09-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2024-08-28,1185597.74,USD,2024-08-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2025-05-06,12330067.88,USD,2025-05-06,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2024-08-28,5360344.82,USD,2024-08-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2025-01-06,8729589.37,USD,2025-01-06,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2025-04-04,2383592.37,USD,2025-04-04,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2025-09-29,9098431.58,USD,2025-09-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2024-09-26,7456638.08,USD,2024-09-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2024-10-25,15431970.04,USD,2024-10-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2024-03-19,1905316.22,USD,2024-03-19,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2025-04-04,13311627.05,USD,2025-04-04,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2023-11-28,509898.5,USD,2023-11-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2024-07-24,12240592.16,USD,2024-07-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2024-06-26,13449853.83,USD,2024-06-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2023-10-20,29667685.22,USD,2023-10-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2024-05-24,8021052.55,USD,2024-05-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2024-02-26,7653263.93,USD,2024-02-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2024-04-26,1618098.85,USD,2024-04-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,3,2024-05-24,2503455.36,USD,2024-05-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500734,,3,2024-01-18,14410246.24,USD,2024-01-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500734,,3,2024-12-24,14383989.99,USD,2024-12-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500734,,3,2025-10-30,22979639.64,USD,2025-10-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500705,,3,2021-12-10,9557000,USD,2021-12-10,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500705,,3,2023-02-16,5368814,USD,2023-02-16,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500705,,3,2023-11-30,6391050,USD,2023-11-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500701,,3,2025-06-13,6601.5,USD,2025-06-13,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500701,,3,2024-11-14,48948.04,USD,2024-11-14,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500701,,3,2023-10-20,264916.43,USD,2023-10-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500701,,3,2021-11-26,15869493.81,USD,2021-11-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500701,,3,2021-11-04,7957179.75,USD,2021-11-04,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500681,,3,2023-05-24,8853506,USD,2023-05-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500669,,3,2022-02-28,1000000,USD,2022-02-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500669,,3,2023-06-26,5000000,USD,2023-06-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500646,,3,2025-10-21,1780823.44,USD,2025-10-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500646,,3,2025-01-07,1169743.02,USD,2025-01-07,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500646,,3,2024-10-21,8183,USD,2024-10-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500646,,3,2023-11-16,10577,USD,2023-11-16,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500646,,3,2025-09-03,312438.08,USD,2025-09-03,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500646,,3,2025-02-18,69449.56,USD,2025-02-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500646,,3,2025-01-07,5265795.35,USD,2025-01-07,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500646,,3,2024-03-18,21154,USD,2024-03-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500646,,3,2023-05-19,744133.63,USD,2023-05-19,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500646,,3,2025-01-07,1235474.62,USD,2025-01-07,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500646,,3,2024-05-17,21154,USD,2024-05-17,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500646,,3,2024-01-19,310550.88,USD,2024-01-19,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500646,,3,2024-09-20,261580.18,USD,2024-09-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500646,,3,2025-09-03,1331714.56,USD,2025-09-03,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500646,,3,2025-02-18,16366,USD,2025-02-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500646,,3,2025-04-11,16366,USD,2025-04-11,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500646,,3,2025-01-07,4985636.5,USD,2025-01-07,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500646,,3,2025-10-21,328841,USD,2025-10-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500646,,3,2024-03-18,142688.17,USD,2024-03-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500646,,3,2023-05-19,3362687.74,USD,2023-05-19,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2021-03-31,1648800,USD,2021-03-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2023-04-21,686932.74,USD,2023-04-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2024-06-20,163039.8,USD,2024-06-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2024-06-20,1002818.1,USD,2024-06-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2024-11-14,692180.57,USD,2024-11-14,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2025-08-07,110396,USD,2025-08-07,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2021-08-30,2540234.73,USD,2021-08-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2025-04-04,662232.39,USD,2025-04-04,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2023-05-19,5036701.94,USD,2023-05-19,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2021-02-04,5142204.41,USD,2021-02-04,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2025-03-14,1760507.54,USD,2025-03-14,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2023-09-25,3777723.6,USD,2023-09-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2021-12-03,1258063.2,USD,2021-12-03,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2024-09-13,2593170.42,USD,2024-09-13,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2021-09-24,1550092.27,USD,2021-09-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2022-01-28,6353092.41,USD,2022-01-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2023-12-12,2094624.85,USD,2023-12-12,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2023-01-24,6813791.21,USD,2023-01-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2023-01-24,3186208.79,USD,2023-01-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2022-02-25,5213566.01,USD,2022-02-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2023-07-24,2003330.02,USD,2023-07-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2022-12-09,10000000,USD,2022-12-09,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2023-02-15,2943178.03,USD,2023-02-15,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2025-10-21,1116494.62,USD,2025-10-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2023-11-13,153459.24,USD,2023-11-13,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2021-06-28,2530611.46,USD,2021-06-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2024-02-21,124685.72,USD,2024-02-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2021-07-28,5453101.67,USD,2021-07-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2025-07-03,2400259.48,USD,2025-07-03,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2024-06-20,2510234.11,USD,2024-06-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2024-03-18,378830.05,USD,2024-03-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2021-07-28,4026688.33,USD,2021-07-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2021-10-29,1975274.23,USD,2021-10-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2025-01-06,295588.39,USD,2025-01-06,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2021-08-30,1485093.91,USD,2021-08-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2023-06-20,2147779.04,USD,2023-06-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2024-09-13,2750174.94,USD,2024-09-13,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2025-10-21,4786312.66,USD,2025-10-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2023-04-21,3980547.31,USD,2023-04-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2024-06-20,3099823.48,USD,2024-06-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2021-05-28,8496086.97,USD,2021-05-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2022-03-28,3477030.66,USD,2022-03-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2021-06-28,4326873.5,USD,2021-06-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2021-06-28,10000000,USD,2021-06-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2021-09-24,1409707.62,USD,2021-09-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2023-10-20,2656101.82,USD,2023-10-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2021-04-30,5904747,USD,2021-04-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2024-07-15,2603372.79,USD,2024-07-15,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2021-10-29,2240660,USD,2021-10-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2023-09-12,5835661.77,USD,2023-09-12,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2023-12-12,1059584.06,USD,2023-12-12,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2023-08-14,1461016.9,USD,2023-08-14,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2025-04-04,3649304.86,USD,2025-04-04,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2021-02-04,9514608.76,USD,2021-02-04,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2025-06-13,121334.82,USD,2025-06-13,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2023-02-15,4017527.24,USD,2023-02-15,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2024-01-19,131260.55,USD,2024-01-19,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2024-02-21,2361145.06,USD,2024-02-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2023-11-14,13959293.51,USD,2023-11-14,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,3,2021-12-16,7185029.96,USD,2021-12-16,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500640,,3,2024-02-27,121737.48,USD,2024-02-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500640,,3,2025-06-24,224259.96,USD,2025-06-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500640,,3,2022-12-20,1591885.33,USD,2022-12-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500634,,3,2022-11-29,5047819,USD,2022-11-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500634,,3,2023-03-31,3000000,USD,2023-03-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500634,,3,2024-11-29,5226000,USD,2024-11-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500634,,3,2025-04-30,12000000,USD,2025-04-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500634,,3,2022-08-19,1000000,USD,2022-08-19,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500634,,3,2024-02-28,5000000,USD,2024-02-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500634,,3,2025-10-24,13822153.6,USD,2025-10-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500627,,3,2025-02-05,1940351.94,USD,2025-02-05,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500627,,3,2025-04-11,880595.96,USD,2025-04-11,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500627,,3,2024-02-21,1259290.48,USD,2024-02-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500627,,3,2025-09-03,1324675.81,USD,2025-09-03,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500627,,3,2024-09-19,1442884.47,USD,2024-09-19,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500627,,3,2024-05-17,422632.6,USD,2024-05-17,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500627,,3,2023-06-28,74996.64,USD,2023-06-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500627,,3,2025-07-03,2234710.78,USD,2025-07-03,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500626,,3,2024-10-24,592165.7,USD,2024-10-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500626,,3,2025-04-11,3000000,USD,2025-04-11,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500626,,3,2024-02-20,712194.85,USD,2024-02-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500626,,3,2025-09-03,3500000,USD,2025-09-03,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500626,,3,2024-11-14,125615.7,USD,2024-11-14,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500626,,3,2025-06-13,475096.54,USD,2025-06-13,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500626,,3,2024-03-11,5218780,USD,2024-03-11,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500626,,3,2025-02-05,2000000,USD,2025-02-05,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500569,,3,2022-01-31,663295.96,USD,2022-01-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500569,,3,2023-08-14,832681.2,USD,2023-08-14,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500569,,3,2022-11-21,126850,USD,2022-11-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500569,,3,2023-01-24,1646339.23,USD,2023-01-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500569,,3,2022-11-21,61062.56,USD,2022-11-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500569,,3,2024-05-17,124538.38,USD,2024-05-17,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500569,,3,2023-10-20,52137.06,USD,2023-10-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500569,,3,2023-05-19,109591.27,USD,2023-05-19,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500569,,3,2021-10-29,137665.1,USD,2021-10-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500569,,3,2025-04-11,69284.22,USD,2025-04-11,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500569,,3,2022-05-31,72857.65,USD,2022-05-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500569,,3,2021-10-29,148259.34,USD,2021-10-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500569,,3,2024-08-20,66949.16,USD,2024-08-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500569,,3,2021-10-29,4703.9,USD,2021-10-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500569,,3,2024-09-13,170723.91,USD,2024-09-13,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500569,,3,2024-02-05,53209.76,USD,2024-02-05,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500569,,3,2022-05-31,93259.2,USD,2022-05-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500569,,3,2020-12-30,700000,USD,2020-12-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500569,,3,2022-11-21,32936,USD,2022-11-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500569,,3,2025-02-14,2454881.31,USD,2025-02-14,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500569,,3,2022-03-30,1877812.11,USD,2022-03-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500569,,3,2022-12-12,151103.26,USD,2022-12-12,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500569,,3,2025-01-06,723030.1,USD,2025-01-06,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500569,,3,2022-05-31,11557.97,USD,2022-05-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500569,,3,2024-07-15,118766.25,USD,2024-07-15,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500537,,3,2020-09-30,53850000,USD,2020-09-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500537,,3,2024-09-25,2798350,USD,2024-09-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500537,,3,2020-09-30,21000000,USD,2020-09-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500507,,3,2023-08-15,3021126.39,USD,2023-08-15,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500507,,3,2023-02-13,1960000,USD,2023-02-13,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500507,,3,2025-10-29,4446585,USD,2025-10-29,,,,,,,,,,,,,,,,,,
