activity_identifier,transaction_ref,transaction_type,transaction_date,value,currency,value_date,description,description_lang,provider_org_ref,provider_org_name,provider_org_lang,provider_org_type,receiver_org_ref,receiver_org_name,receiver_org_lang,receiver_org_type,receiver_org_activity_id,disbursement_channel,flow_type,finance_type,aid_type,tied_status,humanitarian,recipient_region
XM-DAC-46007-302302,,3,2017-10-31,3000000,USD,2017-10-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302302,,3,2023-11-28,2800000,USD,2023-11-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302302,,3,2023-07-26,1000000,USD,2023-07-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302302,,3,2025-06-25,9000000,USD,2025-06-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302302,,3,2024-08-21,1290000,USD,2024-08-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302302,,3,2025-09-25,10200000,USD,2025-09-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302302,,3,2024-10-30,7800000,USD,2024-10-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302302,,3,2016-08-12,200000,USD,2016-08-12,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302270,,3,2019-11-15,3500000,USD,2019-11-15,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302270,,3,2017-08-03,9879103.15,USD,2017-08-03,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302270,,3,2022-06-29,3153619.72,USD,2022-06-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302270,,3,2013-11-29,1231710,USD,2013-11-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302270,,3,2020-04-30,6700000,USD,2020-04-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302270,,3,2021-10-28,7005137.66,USD,2021-10-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302270,,3,2019-05-20,6318426.87,USD,2019-05-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302253,,3,2016-03-18,2108092.22,USD,2016-03-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302253,,3,2017-01-19,4823444.12,USD,2017-01-19,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302253,,3,2018-07-27,3243926.07,USD,2018-07-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302253,,3,2018-05-04,4072810.11,USD,2018-05-04,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302253,,3,2016-08-18,2763878.14,USD,2016-08-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302253,,3,2017-11-29,2529016.54,USD,2017-11-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302253,,3,2019-04-29,2841369.49,USD,2019-04-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302253,,3,2018-11-26,3633478.62,USD,2018-11-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302253,,3,2019-11-29,2631016.63,USD,2019-11-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302253,,3,2017-08-30,2969292.1,USD,2017-08-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302253,,3,2018-03-21,3147256.81,USD,2018-03-21,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302253,,3,2024-11-22,4108615.94,USD,2024-11-22,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302253,,3,2025-08-29,11638371.16,USD,2025-08-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302253,,3,2017-05-25,2478515.91,USD,2017-05-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302253,,3,2018-09-20,2838751.43,USD,2018-09-20,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302253,,3,2016-10-27,4174817.75,USD,2016-10-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302253,,3,2015-11-27,2416775.79,USD,2015-11-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302253,,3,2015-08-28,5000000,USD,2015-08-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302253,,3,2016-05-31,3580571.17,USD,2016-05-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2013-10-25,4973609.9,USD,2013-10-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2013-08-23,155710.74,USD,2013-08-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2022-02-28,1264943.95,USD,2022-02-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2011-06-15,146710.38,USD,2011-06-15,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2010-12-23,11572903.22,USD,2010-12-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2012-07-27,141981.56,USD,2012-07-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2017-02-03,707833.11,USD,2017-02-03,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2011-04-25,6985075.36,USD,2011-04-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2012-09-11,4891486.71,USD,2012-09-11,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2012-12-18,143015.98,USD,2012-12-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2012-09-11,141125.58,USD,2012-09-11,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2012-11-13,143423.82,USD,2012-11-13,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2013-03-26,271071.39,USD,2013-03-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2012-09-11,201686.88,USD,2012-09-11,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2010-12-23,351078.2,USD,2010-12-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2013-08-23,157542.25,USD,2013-08-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2013-03-26,216720.75,USD,2013-03-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2011-04-25,292287.4,USD,2011-04-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2012-11-13,71935.58,USD,2012-11-13,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2013-06-25,4428621.07,USD,2013-06-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2012-12-18,141230.3,USD,2012-12-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2012-11-13,67486.49,USD,2012-11-13,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2011-06-15,143784.28,USD,2011-06-15,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2012-04-30,340870.37,USD,2012-04-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2012-09-11,142609.02,USD,2012-09-11,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2011-04-25,292740.48,USD,2011-04-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2012-11-13,141633.04,USD,2012-11-13,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2012-04-30,415309.86,USD,2012-04-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2012-11-13,3942438.62,USD,2012-11-13,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2012-09-11,214983.21,USD,2012-09-11,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2014-08-28,3997774.78,USD,2014-08-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2012-04-30,408849.13,USD,2012-04-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2012-04-27,11449569.91,USD,2012-04-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2012-12-18,4968125.12,USD,2012-12-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2013-12-13,4690525.04,USD,2013-12-13,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2013-08-23,144215.04,USD,2013-08-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2010-08-11,2936191.03,USD,2010-08-11,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2011-10-31,356324,USD,2011-10-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2020-10-30,717018.48,USD,2020-10-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2012-07-27,7068803.81,USD,2012-07-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2018-12-14,1888007.16,USD,2018-12-14,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2009-11-27,39923470.9,USD,2009-11-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2014-10-24,7754040.76,USD,2014-10-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2012-12-18,143462.06,USD,2012-12-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2025-11-18,14065202.1,USD,2025-11-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2012-12-18,134589.18,USD,2012-12-18,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2011-06-15,146254.22,USD,2011-06-15,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2011-06-15,6287311.28,USD,2011-06-15,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2013-03-26,216046.89,USD,2013-03-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2012-07-27,67652.56,USD,2012-07-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2011-04-25,288898.2,USD,2011-04-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2012-07-27,143776.74,USD,2012-07-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2011-10-31,536525.84,USD,2011-10-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2011-10-31,285948.32,USD,2011-10-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2011-10-31,281500,USD,2011-10-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2016-10-28,3235875.42,USD,2016-10-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2010-10-29,5099647.95,USD,2010-10-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2012-04-30,527299.91,USD,2012-04-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2012-07-27,144225.18,USD,2012-07-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2013-03-26,7311482.86,USD,2013-03-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2013-07-23,122438.32,USD,2013-07-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2011-10-31,21218212.99,USD,2011-10-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2013-08-23,6463208.61,USD,2013-08-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2019-04-10,1361556.03,USD,2019-04-10,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2010-12-23,277441.56,USD,2010-12-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2013-03-26,213349.35,USD,2013-03-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2010-12-23,542243.97,USD,2010-12-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,3,2013-08-23,118666.16,USD,2013-08-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501247,,2,2025-09-23,13200000,USD,2025-09-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500459,,2,2019-10-30,109000000,USD,2019-10-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302411,,2,2014-06-25,30000000,USD,2014-06-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500626,,2,2020-11-24,143000000,USD,2020-11-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500636,,2,2022-03-29,170000000,USD,2022-03-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500270,,2,2018-12-13,79000000,USD,2018-12-13,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500422,,2,2019-03-26,333874540,USD,2019-03-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500346,,2,2018-11-27,25260000,USD,2018-11-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500248,,2,2017-04-24,86500000,USD,2017-04-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500429,,2,2019-07-31,251470000,USD,2019-07-31,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500258,,2,2018-03-19,32000000,USD,2018-03-19,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302441,,2,2014-08-25,52971592,USD,2014-08-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500192,,2,2016-12-14,30000000,USD,2016-12-14,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302253,,2,2012-09-26,71000000,USD,2012-09-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500864,,2,2022-11-01,25000000,USD,2022-11-01,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500218,,2,2016-09-28,163500000,USD,2016-09-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302443,,2,2014-09-30,44887500,USD,2014-09-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500705,,2,2021-05-25,50000000,USD,2021-05-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500208,,2,2016-10-26,100000000,USD,2016-10-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500193,,2,2016-07-26,70450000,USD,2016-07-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500271,,2,2017-07-26,70000000,USD,2017-07-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501220,,2,2025-06-24,75000000,USD,2025-06-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500240,,2,2017-01-24,105470000,USD,2017-01-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500426,,2,2019-04-24,67000000,USD,2019-04-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500436,,2,2019-10-30,371300000,USD,2019-10-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302270,,2,2012-08-29,52032754,USD,2012-08-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500267,,2,2017-04-24,55080000,USD,2017-04-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500860,,2,2022-09-12,39304000,USD,2022-09-12,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500437,,2,2019-12-10,90055000,USD,2019-12-10,,,,,,,,,,,,,,,,,,
XM-DAC-46007-301839,,2,2008-12-16,203000000,USD,2008-12-16,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500791,,2,2021-11-23,60000000,USD,2021-11-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500701,,2,2021-04-27,100000000,USD,2021-04-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500749,,2,2021-12-13,382580372.14,USD,2021-12-13,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302349,,2,2013-06-26,3967307.92,USD,2013-06-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500022,,2,2015-08-25,154562390.29,USD,2015-08-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500213,,2,2016-10-26,23600000,USD,2016-10-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500537,,2,2020-05-07,27206250,USD,2020-05-07,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500189,,2,2016-07-26,175000000,USD,2016-07-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501114,,2,2024-05-07,96300000,USD,2024-05-07,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500270,,2,2018-12-13,114200000,USD,2018-12-13,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500995,,2,2023-09-05,300000,USD,2023-09-05,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500646,,2,2021-06-29,44349270,USD,2021-06-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500436,,2,2019-10-30,178700000,USD,2019-10-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302457,,2,2014-09-30,30000000,USD,2014-09-30,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500338,,2,2018-07-24,425000000,USD,2018-07-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500212,,2,2016-10-26,15000000,USD,2016-10-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501108,,2,2024-10-29,500000000,USD,2024-10-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500213,,2,2016-10-26,140520000,USD,2016-10-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500834,,2,2022-04-26,24000000,USD,2022-04-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500744,,2,2022-08-16,40000000,USD,2022-08-16,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500537,,2,2020-05-07,35350000,USD,2020-05-07,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501128,,2,2024-07-23,80000000,USD,2024-07-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500446,,2,2019-09-04,29295600,USD,2019-09-04,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501148,,2,2024-09-24,230000000,USD,2024-09-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501187,,2,2025-04-27,250000000,USD,2025-04-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500627,,2,2021-03-23,40100000,USD,2021-03-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302302,,2,2013-09-24,130000000,USD,2013-09-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501079,,2,2023-11-16,25000000,USD,2023-11-16,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302349,,2,2013-06-26,124097722.68,USD,2013-06-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500507,,2,2020-04-01,118829800,USD,2020-04-01,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500537,,2,2020-05-07,49843750,USD,2020-05-07,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500189,,2,2016-07-26,20000000,USD,2016-07-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501162,,2,2025-02-25,565000000,USD,2025-02-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500901,,2,2022-12-14,66684844,USD,2022-12-14,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500995,,2,2023-09-05,54496155.86,USD,2023-09-05,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500646,,2,2021-06-29,107100000,USD,2021-06-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500569,,2,2015-03-24,11727217.21,USD,2015-03-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500316,,2,2017-11-28,238000000,USD,2017-11-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500470,,2,2019-11-26,165324129,USD,2019-11-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500276,,2,2017-11-28,21000000,USD,2017-11-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501149,,2,2024-10-29,11000000,USD,2024-10-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500357,,2,2018-07-24,44262590.7,USD,2018-07-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500744,,2,2022-08-16,250000000,USD,2022-08-16,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500537,,2,2020-05-07,75156250,USD,2020-05-07,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500507,,2,2020-04-01,52823600,USD,2020-04-01,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500959,,2,2023-05-09,421000000,USD,2023-05-09,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500179,,2,2016-05-24,37182437.78,USD,2016-05-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501108,,2,2024-10-29,270000000,USD,2024-10-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-302349,,2,2013-06-26,16643569.4,USD,2013-06-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500537,,2,2020-05-07,64650000,USD,2020-05-07,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500189,,2,2016-07-26,85000000,USD,2016-07-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501243,,2,2025-08-12,97000000,USD,2025-08-12,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500901,,2,2022-12-14,590515156,USD,2022-12-14,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500995,,2,2023-09-05,80203844.14,USD,2023-09-05,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500734,,2,2022-01-07,50000000,USD,2022-01-07,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501138,,2,2024-09-24,113900000,USD,2024-09-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500470,,2,2019-11-26,80500000,USD,2019-11-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500276,,2,2017-11-28,17804000,USD,2017-11-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501227,,2,2025-08-12,75000000,USD,2025-08-12,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500818,,2,2022-06-07,15000000,USD,2022-06-07,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501218,,2,2025-06-11,135000000,USD,2025-06-11,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500537,,2,2020-05-07,47793750,USD,2020-05-07,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500930,,2,2023-02-15,120832469.61,USD,2023-02-15,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501239,,2,2025-08-12,100000000,USD,2025-08-12,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500397,,2,2018-11-27,176654696,USD,2018-11-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500035,,2,2015-07-29,50000000,USD,2015-07-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500189,,2,2016-07-26,20000000,USD,2016-07-26,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500901,,2,2022-12-14,42800000,USD,2022-12-14,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500860,,2,2022-09-12,126696000,USD,2022-09-12,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501140,,2,2025-04-28,37187480,USD,2025-04-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500900,,2,2022-11-01,22500000,USD,2022-11-01,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500349,,2,2018-07-24,163200000,USD,2018-07-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500940,,2,2023-03-01,400000000,USD,2023-03-01,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501159,,2,2024-11-13,100000000,USD,2024-11-13,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500930,,2,2023-02-15,45016018.09,USD,2023-02-15,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500832,,2,2022-06-03,250000000,USD,2022-06-03,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500446,,2,2019-09-04,50704400,USD,2019-09-04,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500634,,2,2020-10-28,200000000,USD,2020-10-28,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501142,,2,2024-09-23,44361905.86,USD,2024-09-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500900,,2,2022-11-01,7500000,USD,2022-11-01,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500349,,2,2021-05-25,21425306.65,USD,2021-05-25,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501217,,2,2025-05-27,65000000,USD,2025-05-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501078,,2,2023-12-05,606988111.14,USD,2023-12-05,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500451,,2,2019-09-04,91000000,USD,2019-09-04,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501238,,2,2025-07-22,80900000,USD,2025-07-22,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501142,,2,2024-09-23,85638094.14,USD,2024-09-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500640,,2,2020-11-24,10800000,USD,2020-11-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501243,,2,2025-08-12,138000000,USD,2025-08-12,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500681,,2,2021-04-27,50000000,USD,2021-04-27,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500640,,2,2020-11-24,25200000,USD,2020-11-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500930,,2,2023-02-15,18954112.88,USD,2023-02-15,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,2,2020-11-24,50000000,USD,2020-11-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500930,,2,2023-02-15,52123810.42,USD,2023-02-15,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500645,,2,2020-11-24,250000000,USD,2020-11-24,,,,,,,,,,,,,,,,,,
XM-DAC-46007-500669,,2,2021-03-23,50000000,USD,2021-03-23,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501061,,2,2023-08-29,400000000,USD,2023-08-29,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501151,,2,2024-11-13,300000000,USD,2024-11-13,,,,,,,,,,,,,,,,,,
XM-DAC-46007-501226,,2,2025-06-11,165000000,USD,2025-06-11,,,,,,,,,,,,,,,,,,
