activity_identifier,transaction_ref,transaction_type,transaction_date,value,currency,value_date,description,description_lang,provider_org_ref,provider_org_name,provider_org_lang,provider_org_type,receiver_org_ref,receiver_org_name,receiver_org_lang,receiver_org_type,receiver_org_activity_id,disbursement_channel,flow_type,finance_type,aid_type,tied_status,humanitarian,recipient_region
44000-P121210,,2,2018-04-30,-4095378,,2018-04-30,Total Commitment Cancellations in April Month of 2018,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2012-01-31,2135448,,2012-01-31,Total Disbursement in January Month of 2012,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2012-01-31,166691,,2012-01-31,Total Disbursement in January Month of 2012,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2012-07-31,608763,,2012-07-31,Total Disbursement in July Month of 2012,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2012-07-31,65601,,2012-07-31,Total Disbursement in July Month of 2012,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2012-08-31,772210,,2012-08-31,Total Disbursement in August Month of 2012,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2013-01-31,173593,,2013-01-31,Total Disbursement in January Month of 2013,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2013-02-28,38142,,2013-02-28,Total Disbursement in February Month of 2013,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2013-04-30,125015,,2013-04-30,Total Disbursement in April Month of 2013,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2013-05-31,164969,,2013-05-31,Total Disbursement in May Month of 2013,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2013-07-31,443484,,2013-07-31,Total Disbursement in July Month of 2013,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2013-10-31,93797,,2013-10-31,Total Disbursement in October Month of 2013,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2013-10-31,559368,,2013-10-31,Total Disbursement in October Month of 2013,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2013-11-30,1030,,2013-11-30,Total Disbursement in November Month of 2013,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2013-11-30,709333,,2013-11-30,Total Disbursement in November Month of 2013,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2014-01-31,178576,,2014-01-31,Total Disbursement in January Month of 2014,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2014-02-28,158921,,2014-02-28,Total Disbursement in February Month of 2014,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2014-03-31,230263,,2014-03-31,Total Disbursement in March Month of 2014,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2014-04-30,1125626,,2014-04-30,Total Disbursement in April Month of 2014,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2014-05-31,360961,,2014-05-31,Total Disbursement in May Month of 2014,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2014-06-30,1021223,,2014-06-30,Total Disbursement in June Month of 2014,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2014-07-31,81735,,2014-07-31,Total Disbursement in July Month of 2014,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2014-08-31,1293536,,2014-08-31,Total Disbursement in August Month of 2014,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2014-10-31,431860,,2014-10-31,Total Disbursement in October Month of 2014,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2014-11-30,1669078,,2014-11-30,Total Disbursement in November Month of 2014,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2014-12-31,214340,,2014-12-31,Total Disbursement in December Month of 2014,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2015-01-31,882146,,2015-01-31,Total Disbursement in January Month of 2015,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2015-02-28,992782,,2015-02-28,Total Disbursement in February Month of 2015,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2015-03-31,821072,,2015-03-31,Total Disbursement in March Month of 2015,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2015-05-31,742515,,2015-05-31,Total Disbursement in May Month of 2015,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2015-06-30,1926686,,2015-06-30,Total Disbursement in June Month of 2015,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2015-07-31,585343,,2015-07-31,Total Disbursement in July Month of 2015,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2015-08-31,956660,,2015-08-31,Total Disbursement in August Month of 2015,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2015-09-30,756420,,2015-09-30,Total Disbursement in September Month of 2015,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2015-11-30,420766,,2015-11-30,Total Disbursement in November Month of 2015,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2015-12-31,753637,,2015-12-31,Total Disbursement in December Month of 2015,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2015-12-31,1038846,,2015-12-31,Total Disbursement in December Month of 2015,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2016-02-29,991071,,2016-02-29,Total Disbursement in February Month of 2016,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2016-03-31,302114,,2016-03-31,Total Disbursement in March Month of 2016,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2016-04-30,462595,,2016-04-30,Total Disbursement in April Month of 2016,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2016-05-31,438666,,2016-05-31,Total Disbursement in May Month of 2016,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2016-06-30,1704212,,2016-06-30,Total Disbursement in June Month of 2016,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2016-07-31,760357,,2016-07-31,Total Disbursement in July Month of 2016,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2016-08-31,1295653,,2016-08-31,Total Disbursement in August Month of 2016,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2016-09-30,403296,,2016-09-30,Total Disbursement in September Month of 2016,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2016-09-30,505652,,2016-09-30,Total Disbursement in September Month of 2016,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2016-10-31,721161,,2016-10-31,Total Disbursement in October Month of 2016,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2016-11-30,766200,,2016-11-30,Total Disbursement in November Month of 2016,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2016-12-31,1073469,,2016-12-31,Total Disbursement in December Month of 2016,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2017-05-31,335,,2017-05-31,Total Disbursement in May Month of 2017,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2017-08-31,-18968,,2017-08-31,Total Disbursement in August Month of 2017,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,3,2017-11-30,-417845,,2017-11-30,Total Disbursement in November Month of 2017,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,5,2012-09-30,-10395,,2012-09-30,Total Interest Repayment in September Month of 2012,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,5,2013-03-31,-11822,,2013-03-31,Total Interest Repayment in March Month of 2013,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,5,2013-09-30,-12435,,2013-09-30,Total Interest Repayment in September Month of 2013,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,5,2014-03-31,-17222,,2014-03-31,Total Interest Repayment in March Month of 2014,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,5,2014-09-30,-26072,,2014-09-30,Total Interest Repayment in September Month of 2014,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,5,2015-03-31,-36060,,2015-03-31,Total Interest Repayment in March Month of 2015,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,5,2015-09-30,-52577,,2015-09-30,Total Interest Repayment in September Month of 2015,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,5,2016-03-31,-69560,,2016-03-31,Total Interest Repayment in March Month of 2016,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,5,2016-09-30,-81786,,2016-09-30,Total Interest Repayment in September Month of 2016,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,5,2017-03-31,-98594,,2017-03-31,Total Interest Repayment in March Month of 2017,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,5,2017-09-30,-106147,,2017-09-30,Total Interest Repayment in September Month of 2017,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,5,2018-03-31,-108966,,2018-03-31,Total Interest Repayment in March Month of 2018,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,5,2018-09-30,-106408,,2018-09-30,Total Interest Repayment in September Month of 2018,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,5,2019-03-31,-104168,,2019-03-31,Total Interest Repayment in March Month of 2019,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,5,2019-09-30,-102757,,2019-09-30,Total Interest Repayment in September Month of 2019,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,5,2020-03-31,-102856,,2020-03-31,Total Interest Repayment in March Month of 2020,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,5,2020-09-30,-103140,,2020-09-30,Total Interest Repayment in September Month of 2020,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,5,2021-03-31,-111120,,2021-03-31,Total Interest Repayment in March Month of 2021,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,5,2021-09-30,-106598,,2021-09-30,Total Interest Repayment in September Month of 2021,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,5,2022-03-31,-103419,,2022-03-31,Total Interest Repayment in March Month of 2022,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,5,2022-09-30,-95560,,2022-09-30,Total Interest Repayment in September Month of 2022,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,5,2023-03-31,-96082,,2023-03-31,Total Interest Repayment in March Month of 2023,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,5,2023-09-30,-96454,,2023-09-30,Total Interest Repayment in September Month of 2023,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,5,2024-03-31,-94396,,2024-03-31,Total Interest Repayment in March Month of 2024,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,5,2024-09-30,-86679,,2024-09-30,Total Interest Repayment in September Month of 2024,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,6,2021-09-30,-284262,,2021-09-30,Total Loan Repayment in September Month of 2021,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,6,2022-03-31,-278569,,2022-03-31,Total Loan Repayment in March Month of 2022,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,6,2022-09-30,-260029,,2022-09-30,Total Loan Repayment in September Month of 2022,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,6,2023-03-31,-266412,,2023-03-31,Total Loan Repayment in March Month of 2023,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,6,2023-09-30,-265643,,2023-09-30,Total Loan Repayment in September Month of 2023,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,6,2024-03-31,-264970,,2024-03-31,Total Loan Repayment in March Month of 2024,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P121210,,6,2024-09-30,-268956,,2024-09-30,Total Loan Repayment in September Month of 2024,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171269,,2,2020-05-31,37000000,,2020-05-31,Total Commitment in May Month of 2020,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171269,,3,2021-03-31,93141,,2021-03-31,Total Disbursement in March Month of 2021,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171269,,3,2022-07-31,893837,,2022-07-31,Total Disbursement in July Month of 2022,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171269,,3,2022-08-31,151887,,2022-08-31,Total Disbursement in August Month of 2022,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171269,,3,2023-01-31,2458052,,2023-01-31,Total Disbursement in January Month of 2023,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171269,,3,2023-06-30,817093,,2023-06-30,Total Disbursement in June Month of 2023,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171269,,3,2023-10-31,615749,,2023-10-31,Total Disbursement in October Month of 2023,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171269,,3,2024-01-31,218907,,2024-01-31,Total Disbursement in January Month of 2024,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171269,,3,2024-03-31,5123939,,2024-03-31,Total Disbursement in March Month of 2024,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171269,,3,2024-04-30,800000,,2024-04-30,Total Disbursement in April Month of 2024,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171269,,3,2024-06-30,4329202,,2024-06-30,Total Disbursement in June Month of 2024,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171269,,3,2024-07-31,4119561,,2024-07-31,Total Disbursement in July Month of 2024,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171269,,3,2024-10-31,2099522,,2024-10-31,Total Disbursement in October Month of 2024,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171269,,3,2025-01-31,3406705,,2025-01-31,Total Disbursement in January Month of 2025,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,2,2020-05-31,12000000,,2020-05-31,Total Commitment in May Month of 2020,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,2,2020-05-31,24000000,,2020-05-31,Total Commitment in May Month of 2020,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,2,2023-12-31,-3689999,,2023-12-31,Total Commitment Cancellations in December Month of 2023,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2020-09-30,226054,,2020-09-30,Total Disbursement in September Month of 2020,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2020-09-30,499374,,2020-09-30,Total Disbursement in September Month of 2020,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2020-11-30,2273000,,2020-11-30,Total Disbursement in November Month of 2020,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2021-02-28,500626,,2021-02-28,Total Disbursement in February Month of 2021,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2021-06-30,882944,,2021-06-30,Total Disbursement in June Month of 2021,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2021-09-30,1454822,,2021-09-30,Total Disbursement in September Month of 2021,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2022-05-31,326699,,2022-05-31,Total Disbursement in May Month of 2022,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2022-07-31,363359,,2022-07-31,Total Disbursement in July Month of 2022,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2022-08-31,1617081,,2022-08-31,Total Disbursement in August Month of 2022,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2022-09-30,438789,,2022-09-30,Total Disbursement in September Month of 2022,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2022-10-31,-213054,,2022-10-31,Total Disbursement in October Month of 2022,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2022-10-31,956690,,2022-10-31,Total Disbursement in October Month of 2022,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2022-12-31,437107,,2022-12-31,Total Disbursement in December Month of 2022,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2023-03-31,904261,,2023-03-31,Total Disbursement in March Month of 2023,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2023-04-30,880000,,2023-04-30,Total Disbursement in April Month of 2023,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2023-05-31,110000,,2023-05-31,Total Disbursement in May Month of 2023,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2023-06-30,870348,,2023-06-30,Total Disbursement in June Month of 2023,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2023-08-31,512137,,2023-08-31,Total Disbursement in August Month of 2023,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2023-09-30,690253,,2023-09-30,Total Disbursement in September Month of 2023,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2023-12-31,519423,,2023-12-31,Total Disbursement in December Month of 2023,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2023-12-31,550218,,2023-12-31,Total Disbursement in December Month of 2023,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2024-02-29,669288,,2024-02-29,Total Disbursement in February Month of 2024,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2024-04-30,347241,,2024-04-30,Total Disbursement in April Month of 2024,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2024-04-30,824005,,2024-04-30,Total Disbursement in April Month of 2024,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2024-05-31,-376721,,2024-05-31,Total Disbursement in May Month of 2024,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2024-06-30,970904,,2024-06-30,Total Disbursement in June Month of 2024,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2024-06-30,762189,,2024-06-30,Total Disbursement in June Month of 2024,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2024-08-31,423329,,2024-08-31,Total Disbursement in August Month of 2024,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2024-10-31,810385,,2024-10-31,Total Disbursement in October Month of 2024,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2024-10-31,1385423,,2024-10-31,Total Disbursement in October Month of 2024,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2024-12-31,609161,,2024-12-31,Total Disbursement in December Month of 2024,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2024-12-31,519702,,2024-12-31,Total Disbursement in December Month of 2024,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2025-02-28,754909,,2025-02-28,Total Disbursement in February Month of 2025,,44002,IDA Credit,,,,,,,,,10,410,,,,
44000-P171054,,3,2025-02-28,310406,,2025-02-28,Total Disbursement in February Month of 2025,,44002,IDA Credit,,,,,,,,,10,410,,,,
